disease,biomarker_disease_iris,role,cfde_disease,factor
amyloidosis,http://purl.obolibrary.org/obo/MONDO_0019065,diagnostic,Amyloidosis,Amyloid Formation and Innate Immunity
amyloidosis,http://purl.obolibrary.org/obo/MONDO_0019065,diagnostic,Amyloidosis,Amyloid Formation and Upregulated Genes
amyloidosis,http://purl.obolibrary.org/obo/MONDO_0019065,diagnostic,Amyloidosis,Cholesterol Lipoprotein Remodeling and Statins
amyloidosis,http://purl.obolibrary.org/obo/MONDO_0019065,diagnostic,Amyloidosis,Tissue Specific Upregulation of Lipoproteins
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Axon degeneration and autophagy
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Axon degeneration and motor neurons
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Frontal lobe pathology and autophagy
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Macroautophagy regulation and apoptosis
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Molecular condensate scaffold activity
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Motor neuron degeneration and astrocytosis
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Motor neuron degeneration and glia
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Motor neuron disease with weakness
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Muscle fibers and motor neurons
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Neuromuscular junction signaling
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,diagnostic,Amyotrophic lateral sclerosis,Neuromuscular synapse coordination
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Axon degeneration and autophagy
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Axon degeneration and motor neurons
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Frontal lobe pathology and autophagy
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Macroautophagy regulation and apoptosis
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Molecular condensate scaffold activity
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Motor neuron degeneration and astrocytosis
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Motor neuron degeneration and glia
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Motor neuron disease with weakness
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Muscle fibers and motor neurons
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Neuromuscular junction signaling
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,prognostic,Amyotrophic lateral sclerosis,Neuromuscular synapse coordination
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Axon degeneration and autophagy
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Axon degeneration and motor neurons
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Frontal lobe pathology and autophagy
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Macroautophagy regulation and apoptosis
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Molecular condensate scaffold activity
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Motor neuron degeneration and astrocytosis
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Motor neuron degeneration and glia
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Motor neuron disease with weakness
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Muscle fibers and motor neurons
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Neuromuscular junction signaling
amyotrophic lateral sclerosis,http://purl.obolibrary.org/obo/MONDO_0004976,risk,Amyotrophic lateral sclerosis,Neuromuscular synapse coordination
androgenetic alopecia,http://purl.obolibrary.org/obo/MONDO_0005339,risk,androgenetic alopecia,Scapula Development
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,diagnostic,ankylosing spondylitis,Antigen presentation and immune regulation
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,diagnostic,ankylosing spondylitis,NK cell and cytokine regulation
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,diagnostic,ankylosing spondylitis,T cell cytotoxicity and cytokines
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,diagnostic,ankylosing spondylitis,T cell differentiation and activation
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,risk,ankylosing spondylitis,Antigen presentation and immune regulation
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,risk,ankylosing spondylitis,NK cell and cytokine regulation
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,risk,ankylosing spondylitis,T cell cytotoxicity and cytokines
ankylosing spondylitis,http://purl.obolibrary.org/obo/MONDO_0005306,risk,ankylosing spondylitis,T cell differentiation and activation
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Amino acid metabolism and development
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Fanconi and DNA damage response
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Fanconi DNA Repair Pathways
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,FBL renal tubule epithelial cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Gamma delta T cell activation
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Gastric Lysozyme Positive Cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Gaucher responses and MBD4
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Homologous recombination and SDSA
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Liver cancer and stem cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Lung club cells and kidney
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Midbrain neurons and gastric cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Ovarian early follicle cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Ovary stroma and fibroblasts
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,P53 signaling mediator regulation
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Pancytopenia and hematopoiesis genes
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Processome and SARS interactions
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Ribosome assembly and SARS
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Ribosome biogenesis and assembly
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Serum translation response and cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Skeletal muscle and NK cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Skeletal muscle and ovarian cells
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Telomere maintenance and enzymes
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Telomere maintenance and repair
aplastic anemia,http://purl.obolibrary.org/obo/MONDO_0015909,diagnostic,Rare aplastic anemia,Vincristine resistance and muscle genes
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,Cancer and Hair/Bone Pathways
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,Cancers and Tumor Suppressor Genes
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,FGFR/RAS/ERK Signaling in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,Growth Factor and Immune Signaling
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,Inhibitors Target RTK/ERK Pathways
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,"Melanoma, Glioma, Prostate Signaling"
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,RAS/ERK Pathways in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,diagnostic,Astrocytoma,RTK/EGFR Signaling in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,Cancer and Hair/Bone Pathways
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,Cancers and Tumor Suppressor Genes
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,FGFR/RAS/ERK Signaling in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,Growth Factor and Immune Signaling
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,Inhibitors Target RTK/ERK Pathways
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,"Melanoma, Glioma, Prostate Signaling"
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,RAS/ERK Pathways in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,prognostic,Astrocytoma,RTK/EGFR Signaling in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,Cancer and Hair/Bone Pathways
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,Cancers and Tumor Suppressor Genes
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,FGFR/RAS/ERK Signaling in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,Growth Factor and Immune Signaling
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,Inhibitors Target RTK/ERK Pathways
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,"Melanoma, Glioma, Prostate Signaling"
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,RAS/ERK Pathways in Cancers
astrocytic tumor,http://purl.obolibrary.org/obo/MONDO_0021636,risk,Astrocytoma,RTK/EGFR Signaling in Cancers
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Absent Lymphoid Structures and Cytokines
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Allograft Rejection and HLA
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,CD40 and IL-4 Signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Cytokine Receptor Signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Cytokine Signaling and Inflammation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Decreased Immunoglobulins and NF-kB
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,EBV-Transformed Lymphocytes Upregulated
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Fetal Lymphoid Cells and T
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,GPCR Coexpression in Small Intestine
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Il 2 Jak Stat Signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,IL-2/JAK-STAT Signaling and Memory
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,IL-4 and Type 2 Immunity
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Immune Interactions and IFNG Signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Increased Immunoglobulins and Plasma Cells
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,"Macrophages, DCs Respond to LPS"
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Myeloid Activation and Differentiation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Regulation of T Helper Differentiation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Regulatory T Cells and DCs
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,T Cell Activation Regulation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,T Cell Development and Differentiation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,T Helper Differentiation Regulation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Th1/Th2 and T Cell Activation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Th17 Differentiation and Activation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Thyroid and B/T Cell Activation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,TNF Signaling and Metaprograms
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,TNF/NF-κB and Notch Targets
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,Atopic dermatitis,Type 2 Immunity and Cytokines
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,atopic eczema,Absent lymphoid structures and signaling
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,atopic eczema,Absent Peyer patches; immune abnormalities
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,atopic eczema,Autoimmune inflammation and lymphoid changes
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,atopic eczema,Autoimmune susceptibility and immune development
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,atopic eczema,Autoimmune susceptibility and T activation
atopic eczema,http://purl.obolibrary.org/obo/MONDO_0004980,prognostic,atopic eczema,CD4 T cell differentiation
